sentiment,texte
neutral,"Vacon contrôle 5 % supplémentaires de l'entreprise via le fonds d'investissement Power Fund I. 1,0 EUR = 1,397 USD"
neutral,""" Cette commande est incluse dans le carnet de commandes de Wartsila au deuxième trimestre "" , a ajouté la société ."
neutral,`` La direction a décidé fin 2005 d'augmenter la capacité de cuivre cathodique.
neutral,"4 ) Nom complet de l'actionnaire : Otto Henrik Bernhard Nyberg 5 ) Informations complémentaires : Le nombre d'actions désormais cédées correspond à 5,68 % du nombre total d'actions d'Aspo Plc. ."
neutral,"Une unité de traitement de données collecte les données, calcule les valeurs RVR et fournit les données aux utilisateurs via diverses interfaces."
negative,Un lien tinyurl dirige les utilisateurs vers un site frauduleux promettant que les utilisateurs peuvent gagner des milliers de dollars en devenant un annonceur Google (NASDAQ : GOOG) Cash.
neutral,"ALEXANDRIA, Virginie, 28 mars - Pertti Salmi et Hanna Vuolteenaho, tous deux d'Oulu, en Finlande, et Sami Viitasaari de Ii, en Finlande, ont développé un design ornemental pour un combiné, a annoncé l'Office américain des brevets et des marques."
neutral,"ALEXANDRIA, Virginie, 3 octobre - Markka A. Oksanen et Harald Kaaja, tous deux d'Helsinki, Finlande, Juha Salokannel de Kangasala, Finlande, et Arto Palin de Viiala, Finlande, ont développé un système pour assurer la sécurité des communications."
neutral,"Comme indiqué précédemment, Nokian Tyres construit une usine dans la ville de Vsevolozhsk, dans la région russe de Léningrad, avec une capacité de production annuelle de 4 millions de pneus."
neutral,"Biohit, Inc. a élargi sa famille de pipettes mLINE avec l'ajout de la NOUVELLE gamme de volumes de 1 à 10 ml."
neutral,"Capman, le gestionnaire d'actifs alternatifs finlandais, a réalisé une acquisition pour son véhicule axé sur Helsinki, Real Estate Fund I. Le fonds a acheté un bureau de sept étages construit en 1973 et rénové à la fin des années 1990."
negative,"Par rapport à l'indice FTSE 100, qui a progressé de 36,7 points (soit 0,6 %) sur la journée, cela représente une variation de prix relative de -0,2 %."
neutral,"Par rapport à l'indice FTSE 100, qui a augmenté de 51,5 points (ou 0,9 %) sur la journée, cela représente une variation de prix relative de -0,6 %."
negative,"Par rapport à l'indice FTSE 100, qui a augmenté de 94,9 points (ou 1,6 %) sur la journée, cela représente une variation de prix relative de -0,4 %."
neutral,Les livraisons devraient commencer plus tard en 2010 et le volume augmentera au cours des années 2011-2012.
positive,"Le groupe finlandais Nokian Tyres et le groupe kazakh Ordabasy Corporation ont signé un accord pour construire une usine à Astana pour produire des pneus de voiture, a déclaré le président d'Ordabasy Dinmukhamet Idrisov lors d'une conférence de presse."
positive,"Le groupe finlandais de logiciels d'entreprise AffectoGenimap Oyj a annoncé avoir signé un accord pour acquérir toutes les actions de la société suédoise du secteur Intellibis Ab pour 12 millions d'euros (15,8 millions de dollars) sans dette."
neutral,Le fabricant finlandais de cheminées à rétention de chaleur Tulikivi Oyj a déclaré le 29 août 2007 que sa filiale locale de poêles en faïence et de céramiques utilitaires Kermansavi Oy fusionnerait avec Tulikivi par voie d'absorption afin de rationaliser la structure d'entreprise de cette dernière.
positive,"Le fabricant finlandais de plaquettes de silicium Okmetic Oyj a annoncé le 29 juin 2007 avoir signé un accord avec Nordea Bank Finland Plc, la filiale locale de la banque commerciale suédoise Nordea Bank AB, qui refinancera la ligne bancaire syndiquée d'Okmetic pour un montant d'environ 20 millions d'euros ( 26,9 millions de dollars )."
positive,"Par ailleurs, Bunge signera également un accord de licence pour les marques Sunnuntai et Carlshamn Mejeri."
neutral,"La succursale allemande de Commerzbank AG à Hambourg et la banque américaine JP Morgan (NYSE : JPM) ont participé en tant qu'arrangeurs, et la banque néerlandaise ING (AMS : INGA) en tant que co-arrangeur."
neutral,"En avril 2005, Neste s'est séparée de sa société mère, la société énergétique finlandaise Fortum, et est devenue cotée à la Bourse d'Helsinki."
neutral,"En Russie, le marché national de la Division Alimentaire de Raisio s'étend jusqu'à Vladivostok."
positive,"En septembre 2010, le groupe finlandais a accepté de racheter la société danoise Rose Poultry A-S pour un montant maximum de 23,9 millions d'euros en espèces et en actions."
neutral,L' augmentation du nombre d' actions est basée sur les droits d' option qui ont été accordés aux dirigeants de la société dans le cadre du plan d' options sur actions 2006 .
positive,"envisage d'élargir son portefeuille de produits dans le segment portuaire, a déclaré le directeur général Pekka Lundmark au Financial Times Deutschland."
neutral,Elle possède une trentaine de bureaux dans le monde et plus de 90 % de son chiffre d'affaires net est réalisé en dehors de la Finlande.
neutral,Elle compte 80 succursales en Finlande avec un chiffre d'affaires annuel en Finlande de ?
positive,"KAUKO-TELKO LTD COMMUNIQUÉ DE PRESSE 19.06.2007 À 14h00 1 ( 1 ) Le groupe Telko ( Kauko-Telko ) étend son partenariat stratégique avec BP Industrial Lubricants & Services ( BP ILS ) en acquérant la propriété totale de la société suédoise de vente au détail de BP , Molub -Alliage AB."
neutral,"MILAN (AFX) - Le groupe maritime italien Grimaldi a augmenté sa participation dans la société finlandaise Finnlines à 35,4% contre 30,5% en juin, selon l'agence de presse ANSA."
neutral,Nokia Messaging 1.1 permet aux clients de recevoir des e-mails provenant de 10 comptes de messagerie maximum sur leur téléphone mobile prenant en charge tous les services de messagerie POP ou IMAP.
positive,La capacité de production augmentera progressivement de 170 000 tonnes à 215 000 tonnes.
positive,"La filiale danoise de Ramirent, Ramirent A-S, a signé aujourd'hui un accord pour acquérir les actifs commerciaux de la société de location de machines Jydsk Materiel Udlejning située dans l'ouest du Jutland."
neutral,RACHAT D'ACTIONS 11.01.2008 À la Bourse d'Helsinki Pour le compte de Sampo plc Danske Bank A-S Helsinki Branch
neutral,"Solidium a acquis des actions Tikkurila sous forme de dividende à une valeur comptable de 15,80 EUR par action."
neutral,"Takoma réalisera la transaction en acquérant la totalité du capital social de Moventas Parkano Oy, qui gère l'usine de Parkano, dans le sud de la Finlande."
positive,"L'accord permettra à The Switch de doubler sa capacité de conversion, tout en ouvrant de nouveaux sites de fabrication en Chine."
neutral,"Le propriétaire et promoteur immobilier, Sun Hung Kai Properties Group, est l'une des plus grandes sociétés immobilières de Hong Kong, développant tous types de projets résidentiels et commerciaux haut de gamme à vendre et à investir."
neutral,L'objectif des entreprises est de finaliser les négociations et de signer les contrats début octobre 2008.
neutral,Les sociétés ont signé la lettre d' intention de vente le 17 septembre 2010 et envisageaient de conclure l' accord effectif le 1er janvier 2011 .
positive,"La société a également annoncé que le 16 novembre 2006, son fonds immobilier I Ky avait signé un accord avec le fabricant de fenêtres finlandais Fenestra Oy pour construire une usine de fenêtres à Forssa, dans le sud de la Finlande."
positive,La société s'est engagée à élargir davantage le portefeuille Apollo.
neutral,"Le contrat , qui a été signé hier , aura une durée de cinq ans et comprend une option de prolongation de deux ans ."
neutral,"Le contrat couvre les services d'installation, de formation et de démarrage."
neutral,"La valeur du contrat s'élève à environ 11 millions d'euros, a ajouté la société."
positive,"Les contrats ont été signés pour acquérir l'uranium produit dans la mine de nickel-zinc de Sotkamo, dans l'est de la Finlande, propriété de Talvivaara."
neutral,"L'accord élargi couvre la vente, la commercialisation et la distribution des appareils de navigation et de localisation de Benefon en Chine."
positive,"L'indice OMX Nordic 40 (OMXN40), regroupant les 40 valeurs nordiques les plus négociées sur la bourse Nasdaq OMX, a clôturé en hausse de 0,43% à 1.138,84 points mercredi."
positive,"L'indice OMX Nordic 40 (OMXN40), regroupant les 40 valeurs nordiques les plus négociées sur la bourse Nasdaq OMX, a clôturé en hausse de 1,29% à 1.084,47 points vendredi."
neutral,"TietoEnator a signé un accord pour acquérir le fournisseur indien de services de recherche et développement (R&D) et le développeur de solutions logicielles clé en main Fortuna Technologies Pvt. Ltd . pour 21 millions d' euros ( 30,3 millions de dollars ) en septembre 2007 ."
neutral,Être numéro un signifie créer de la valeur ajoutée pour les parties prenantes dans tout ce que nous faisons.
positive,"Aux termes de l'accord d'enlèvement avec Talvivaara, Cameco fournira un investissement initial, jusqu'à un maximum de 60 millions de dollars, pour couvrir le coût de construction du circuit d'extraction d'uranium."
positive,Communiqué de presse Vaisala Oyj 30 septembre 2010 Vaisala a signé un contrat pour vendre sa technologie et ses activités de mesure de l'oxygène à SICK Maihak GmbH.
positive,"- BEIJING XFN-ASIA - La Standard Chartered Bank, cotée à Hong Kong, a annoncé avoir signé un accord de financement avec Nokia pour un revendeur de téléphones portables en Chine, ce qui en fait la première banque étrangère à offrir un financement aux petites et moyennes entreprises du pays -LR"
neutral,- Fournit un résumé des produits de pipeline d'équipements médicaux que l'entreprise développe.
neutral,""" Bien sûr , nous sommes en pourparlers avec tous ceux qui proposent de nouveaux projets impliquant la manutention "" , a déclaré le président et chef de la direction de Konecranes , Pekka Lundmark , lorsqu'on lui a demandé s'il parlait à Reliance Industries pour la fourniture d'équipements à sa prochaine raffinerie à Jamnagar. ."
positive,"""Le programme d'investissement de Lidskoe Pivo prévoit la modernisation intégrée de la production, la mise à jour des infrastructures de transport et de logistique et le développement de nouveaux instruments de commercialisation"", a déclaré Mikshis."
positive,« La construction résidentielle en particulier a repris sur plusieurs marchés.
neutral,`` Ruukki est désormais présent sur DJSI World pour la deuxième année consécutive et sur le DJSI STOXX européen pour la troisième année consécutive.
neutral,« La vente de l' activité de mesure de l' oxygène renforce notre objectif de nous concentrer sur nos segments de marché choisis .
neutral,"Une augmentation correspondante de 85.432,50 euros du capital social d'Ahlstrom a été inscrite aujourd'hui au registre du commerce."
neutral,"R En août 2007, Latvijas Finieris a commandé toutes les lignes de production d'une nouvelle usine de placage vert à construire à Ukmerge, dans le centre de la Lituanie."
neutral,"Les fabricants de maisons finlandais ciblent le marché des maisons unifamiliales, en forte croissance en Russie."
positive,"Après la transaction, Alma Média a porté sa participation dans Talentum à 30,65 % des actions et environ 31,12 % des droits de vote."
neutral,Aldata a déclaré qu'il reste encore un certain nombre d'aspects opérationnels à définir entre elle et Microsoft et que de plus amples détails sur les initiatives de produits et de marché résultant de cet accord seront disponibles à une date ultérieure.
neutral,"ALEXANDRIA, Virginie, 11 juillet - Hannu Kahonen de Juuka, en Finlande, a développé un design ornemental pour une poignée de porte de foyer, a annoncé l'Office américain des brevets et des marques."
neutral,"ALEXANDRIA, Virginie, 16 mai - Kenneth Bower de Vista, Californie, a développé un design ornemental pour un combiné, a annoncé l'Office américain des brevets et des marques."
positive,"En tant que plus grand marché d'ascenseurs au monde, la production chinoise d'ascenseurs a continué de croître pour atteindre 262 000 unités en 2009, soit une hausse d'environ 5 % sur un an."
neutral,Aspocomp a l'intention de créer une usine de fabrication de circuits imprimés avec un investissement de Rs310 crore.
neutral,"Baltic Pearl CJSC, filiale de Shanghai Foreign Joint Investment Company, développe un projet à Saint-Pétersbourg, comprenant environ un million de mètres carrés d'espace résidentiel, deux hôpitaux et plusieurs écoles et crèches."
neutral,"Biohit Oyj développe, fabrique et commercialise des produits de manipulation de liquides et des systèmes de tests de diagnostic destinés aux laboratoires de recherche, de soins de santé et industriels."
neutral,Les appels vers le standard et l'annuaire ont considérablement diminué puisque nos collaborateurs disposent désormais sur leur téléphone des coordonnées à jour de tous leurs collègues et clients et peuvent passer l'appel directement.
neutral,Le capital social de Cargotec après augmentation s'élève à 64.046.460 euros.
neutral,Le capital social de Cargotec après augmentation s'élève à 64.299.180 EUR.
positive,"Par rapport à l'indice FTSE 100, qui a augmenté de 28,3 points ou 0,5% sur la journée, cela représente une variation de prix relative de 2,3%."
positive,"Componenta a augmenté sa participation dans la société sidérurgique turque Doktas Dokumculuk Ticaret ve Sanayi A.S. à 92,6 % du capital en mars 2007 ."
positive,"Le bénéfice par action BPA est attendu à 0,56 EUR, contre 0,38 EUR."
positive,"Le marché estonien de la bière a globalement augmenté de 3 pour cent l'année dernière, pour atteindre 130 millions de litres."
neutral,"L'entreprise alimentaire finlandaise Raisio Oyj HEL ​​: RAIVV a annoncé vendredi avoir finalisé la cession de ses activités de margarine à l'acteur américain du secteur Bunge Ltd. NYSE : BG pour 80 millions d'euros (119,2 millions de dollars)."
positive,Le fabricant finlandais d'équipements de levage Konecranes HEL : KCR1V a annoncé le 29 juillet 2009 avoir porté à 80 % sa participation dans le fabricant autrichien de manipulateurs ACS Konecranes et racheté l'acteur allemand du secteur Knight Europe.
neutral,"Le fabricant de papier finlandais UPM-Kymmene Corp. a annoncé lundi la vente de son unité d'emballage Walki Wisa au groupe d'investissement CapMan, dans le but de se concentrer davantage sur son activité principale."
neutral,"Suite à l'augmentation, le capital de la société+�EUR TM s'élève à 5,5 millions de lei roumains, soit 1,98 millions de dollars à 1,56 millions d'euros."
positive,"HELSINKI AFX-KCI Konecranes a annoncé avoir augmenté sa participation dans MMH Holdings Inc, propriétaire de la société américaine Morris Materials Handling, de 74,5 à 90,9 %."
neutral,"En 2008, elle a généré un chiffre d'affaires net de 9,3 millions d'euros (13,1 millions de dollars)."
neutral,"En août, Latvijas Finieris a commandé toutes les lignes de production d'une nouvelle usine de placage vert qui sera construite à Ukmerge, en Lituanie."
positive,Il offre une expérience utilisateur différente et nous permet d'élargir le marché auquel nous pouvons nous adresser. ''
neutral,Jacobs accompagne les investissements de Storengy dans le développement des sites de stockage depuis 2006 en tant qu'ingénieur propriétaire.
positive,"ADPnews - 30 juin 2009 - Le fabricant finlandais d'acier inoxydable Outokumpu Oyj HEL ​​: OUT1V a annoncé hier avoir signé une facilité de crédit renouvelable de 900 millions d'euros sur trois ans, d'un montant de 1,3 milliard de dollars."
positive,"L'essentiel de l'augmentation du chiffre d'affaires net est dû à l'acquisition du suédois Silva, qui produit des outils de jardinage et des bateaux."
neutral,"M. Ashley, vice-président exécutif de Sports Direct, a vendu une participation de 43 % dans la société pour plus de 900 millions de livres sterling au moment de l'introduction en bourse."
negative,L'un des défis liés à la production pétrolière en mer du Nord est la formation de tartre susceptible de boucher les pipelines et d'interrompre la production.
neutral,La location de matériel de construction représentait 88 pour cent du bénéfice d'exploitation.
neutral,"La livraison de Ruukki comprend les structures en acier, y compris l'installation, pour le pont à bascule de Krakeroy et les pieux en acier pour les fondations du pont."
neutral,Sanoma continuera de se concentrer sur l'investissement dans les médias numériques et sur le renforcement de ses positions sur le marché.
neutral,Stockmann a été fondée en 1862 en Finlande et est devenue la première entreprise étrangère à pénétrer le marché du commerce de détail en Russie en 1989 .
positive,"SysOpen Digia avait signé un accord avec les principaux actionnaires de Sentera détenant au total 77,39 % du capital social et des voix de Sentera."
neutral,"Cette acquisition fait partie de la stratégie de Suomen Helasto visant à étendre la chaîne LukkoExpert Security, a déclaré Kimmo Uusimaki, PDG de Suomen Helasto."
neutral,"L'indice général WIG a terminé la séance de jeudi en hausse de 0,1% à 65 003,34 pts, tandis que l'indice de premier ordre WIG20 était en baisse de 1,13 à 3 687,15 pts."
neutral,L'activité à céder génère un chiffre d'affaires net consolidé de 60 millions d'euros par an et compte actuellement quelque 640 collaborateurs.
neutral,L'entreprise génère un chiffre d'affaires net d'environ 600 millions d'euros par an et emploie 6 000 personnes.
positive,L'entreprise prévoit de se développer sur le marché international à travers ses filiales et ses distributeurs à partir de 2011.
neutral,La société prévoit d'utiliser le produit de l'offre de droits pour renforcer son bilan.
neutral,"Le contrat porte sur la fabrication, le traitement de surface et l'installation des structures en acier."
neutral,"L'augmentation de capital correspondante, soit 422 754 euros, a été inscrite ce jour au registre du commerce."
neutral,"L' augmentation correspondante du capital social , d' un montant total de 300,00 EUR , a été enregistrée au registre du commerce finlandais le 8 mai 2008 ."
neutral,"L'augmentation correspondante du capital social due à ces souscriptions avec les bons de souscription, d'un montant total de 1 860,74 EUR, a été enregistrée au registre du commerce finlandais le 4 janvier 2008."
neutral,"L'augmentation de capital correspondante, d'un montant de 1.012.945,50 euros, a été inscrite ce jour au registre du commerce."
positive,"La décision de vendre une part de Lenenergo a été prise conformément aux plans stratégiques de Fortum d'investir principalement dans des actifs de production en Russie, alors que Lenenergo est une société de réseau, indique le communiqué de presse."
positive,"Cet équipement permettra d'accroître la capacité de manutention des conteneurs au principal port namibien de Walvis Bay, sur la côte ouest."
positive,L'agrandissement comprend le doublement de la surface au sol et l'ajout d'une plus grande capacité de levage et d'équipements de production.
positive,Le Groupe vise à accroître son chiffre d' affaires et son résultat opérationnel comparable en 2006 .
neutral,La commande comprend également des services de démarrage et de mise en service.
neutral,"La commande comprend une extension de capacité, des services de maintenance et de nouvelles fonctionnalités de recharge, a indiqué la société."
neutral,Les téléphones sont destinés aux nouveaux utilisateurs sur les marchés en croissance.
neutral,Le remboursement d'obligations obligataires d'un montant de 105 millions d'euros est lié à l'annonce précédente de la Société le 21 octobre 2009 de recouvrer des engagements de vente irrévocables auprès des détenteurs de ses obligations obligataires subordonnées.
neutral,Les revenus de l' entreprise ont atteint 12 millions NOK pour 2008 .
positive,Les souscriptions augmentent le capital social de Cargotec de 36.780 euros.
positive,Les souscriptions augmentent le capital social de Cargotec de 27.060 euros.
positive,"La superficie totale de l'usine de Gorelovo est d'environ 22 000 m². Atria a investi environ 70 millions d'euros dans l'usine, ce qui devrait doubler la capacité de production d'Atria Russie dans la région de Saint-Pétersbourg."
neutral,"Tielinja a généré un chiffre d' affaires net de 7,5 millions d' euros ( 9,6 millions de dollars ) en 2005 ."
neutral,"Tikkurila Powder Coatings compte une cinquantaine d'employés dans ses quatre usines de peinture, qui ont généré un chiffre d'affaires de 2,4 millions d'euros et 3,3 millions de dollars en 2010."
neutral,Le juge de district américain Douglas P. Woodlock a prolongé hier une ordonnance d'interdiction temporaire du 17 janvier jusqu'au 7 mars.
neutral,"Sarantel au Royaume-Uni va sous-traiter une partie de ses processus à l'usine d'Elcoteq en Estonie LONDRES, 13 octobre, BNS - Le fabricant britannique d'antennes miniatures Sarantel a signé un accord pour sous-traiter ses processus de test d'assemblage et de chaîne d'approvisionnement à l'usine d'Elcoteq dans la capitale estonienne Tallinn."
neutral,"Aux termes du contrat de location , Stockmann s'était engagé à investir dans la construction d' un pont sur la rue Gogol ou à construire un tunnel souterrain pour traverser la rue d' ici 2004 ."
neutral,Nous avons investi à long terme dans le développement du modèle de mise en œuvre du système.
positive,"Avec le lancement de nouveaux téléphones 3G, Nokia vise à devenir le gagnant sur le marché chinois de la 3G, comme il l'a fait sur le marché de la 2G."
neutral,"Avec cette souscription, la participation de Fortum dans TGK-10 a augmenté pour atteindre un peu plus de 76 % des actions et des droits de vote."
neutral,VNH réalise un chiffre d'affaires net annuel d'environ 5 millions d'euros et emploie 21 personnes.
positive,"Le bénéfice par action (BPA) du premier trimestre 2007 s'est élevé à 0,07 euro, en hausse par rapport à 0,04 euro."
negative,6 janvier -- Ford se débat face au ralentissement des ventes de camions et de SUV et à un excès de voitures modernes et indispensables.
neutral,"Les activités commerciales de Rautakesko en Norvège et en Russie, acquises en juillet 2005, sont incluses dans les chiffres de la période comparable, impactant ainsi la croissance des ventes à partir du mois d'août."
positive,"Le résultat opérationnel s'élève à 11,07 millions d'euros, contre 8,65 millions d'euros."
negative,"Peer Peugeot a chuté de 0,81 pour cent alors que ses ventes n'ont augmenté que de 6,3 pour cent par rapport à la même période de l'année dernière."
negative,"Le groupe pharmaceutique Orion Corp a annoncé une baisse de ses bénéfices au troisième trimestre, affectés par des dépenses plus importantes en R&D et en marketing."
negative,"Cependant, la marge de croissance s'est ralentie en raison de la crise financière."
positive,"Importance : Teleste a souligné qu'avec sa grande taille et sa croissance économique, ainsi que le développement rapide de son secteur de distribution de services de télévision, la Pologne est considérée comme un marché attractif."
positive,"""Nous sommes parvenus à un accord avec le syndicat selon lequel les vols continueront normalement"", a déclaré le porte-parole de Finnair, Usko Maatta."
positive,"En Finlande, la compagnie d'assurance Pohjola et l'association finlandaise des motocyclistes ont signé un accord dans le but d'améliorer la sécurité routière des motocyclistes."
positive,"HELSINKI (AFX) - Nokian Tyres a annoncé un bénéfice avant impôts de 61,5 millions d'euros au quatrième trimestre, contre 48,6 millions d'euros grâce à de fortes ventes."
positive,"Kalnapilio-Tauro Grupe (Groupe Kalnapilis-Tauras), qui appartient à la société danoise Royal Unibrew, a augmenté sa part de marché de 23,74 pour cent à 25,18 pour cent, les ventes de bière pour les sept mois ayant bondi de 14,5 pour cent à 40,5 millions de litres."
positive,"Kalnapilio-Tauro Grupe (Groupe Kalnapilis-Tauras), qui appartient à la société danoise Royal Unibrew, a augmenté sa part de marché de 23,91 pour cent à 25,2 pour cent, les ventes de bière pour les neuf mois ayant bondi de 11,4 pour cent à 52,99 millions de litres."
positive,"Marimekko a signé aujourd'hui (20 novembre) un accord de licence avec la chaîne suédoise, aux termes duquel Marimekko concèdera sous licence à H&M certains de ses modèles populaires des années 1950, 1960 et 1970."
positive,Du personnel supplémentaire a été recruté au Japon pour compléter son réseau de près de 50 sites de service dans plus de 20 pays à travers le monde.
positive,Les équipements de Nokian Capacitors seront utilisés pour augmenter la capacité et la fiabilité du réseau indien.
positive,Rautaruukki Corporation Communiqué de bourse le 3 décembre 2009 à midi. Les divisions de construction et d'ingénierie de Ruukki vont encore améliorer et ajuster leurs opérations en Finlande.
positive,"Ruukki Roumanie , la branche locale du producteur de métaux finlandais Ruukki , a augmenté son capital de 900 000 euros ( 1,14 millions de dollars ) grâce à un apport en espèces , a-t-on appris le 19 septembre 2006 ."
positive,"STX Finland Oy a signé un accord préliminaire pour la construction d'un ferry de croisière de nouvelle génération respectueux de l'environnement pour Viking Line, qui assurera la liaison entre Turku, en Finlande, et Stockholm, en Suède, avec Viking Line ABP."
positive,L'entreprise estime désormais que son chiffre d'affaires net en 2010 augmentera considérablement par rapport à 2009 et que son résultat d'exploitation sera clairement positif.
positive,"La tour qu'il a choisi d'ajouter, qui devrait entrer en service cet été, augmentera sa capacité totale à 80 pages grand format ou 160 pages tabloïd, avec la possibilité de gérer côte à côte des produits de 32 et 48 pages."
positive,"Uponor a réalisé un bénéfice d'exploitation de 151,0 millions d'euros, en hausse par rapport aux 143,7 millions d'euros qui faisaient de 2007 une année record."
positive,Basware Corporation communiqué de bourse le 31 août 2010 à 16h25 Basware a signé un accord important avec un groupe industriel international Basware fournira une solution d'automatisation des factures et des services de connectivité à un groupe industriel international.
positive,Il estime que le bénéfice d'exploitation devrait encore s'améliorer par rapport au troisième trimestre.
positive,Kazgiprotsvetmet et Outotec Finlande ont signé un accord de coopération stratégique dans la commercialisation et la fourniture d'usines de traitement des minéraux et métallurgiques et de services associés au Kazakhstan et dans les pays voisins.
positive,Lemcon a signé en novembre dernier un accord de coopération en matière d'investissement avec l'administration régionale de Kalouga.
positive,Ruukki prévoit une croissance annuelle des ventes de 15 à 20 % et un résultat avant impôts positif pour 2010 .
positive,Les ventes ont augmenté de 10% à 566 millions d'euros grâce à un volume élevé et à des effets de change favorables.
positive,"La croissance du chiffre d'affaires s'est poursuivie favorablement au Moyen-Orient, en Afrique et en Asie-Pacifique."
positive,"Le nouvel accord, qui élargit une coopération de longue date entre les entreprises, implique le transfert de certaines fonctions d'ingénierie et de documentation de Larox à Etteplan."
positive,"Avec cette nomination, Kaupthing Bank vise à coordonner davantage les activités de marchés de capitaux au sein du groupe et à améliorer le service global aux clients."
neutral,"Cencorp, dont le siège est à Virkkala, en Finlande, développe et fournit des solutions d'automatisation à l'industrie de l'électronique et des semi-conducteurs qui améliorent la productivité."
neutral,"Suite à l'augmentation, le capital social de Huhtamaki Oyj s'élève à 358.706.290,00 EUR et le nombre d'actions en circulation est de 105.501.850."
neutral,"Suite à cette augmentation, le capital social de Huhtamaki s'élève à 360,62 millions d'euros et le nombre d'actions en circulation est de 106 063 320."
neutral,"La société a également fourni plus de 200 MW d'équipements de production d'électricité pour plusieurs projets en Papouasie-Nouvelle-Guinée, dont 12 moteurs de type Wartsila 32 à Lihir Gold."
neutral,"Aux termes de cet accord, Pfizer finance les activités de recherche de Biotie sur le programme d'inhibiteurs de la phosphodiestérase 10 de la PDE10 depuis son lancement fin 2006 et est seul habilité à développer les composés découverts."
neutral,"Lorsque les contrats à terme du marché OMX arriveront à échéance le 16 mai 2008, la participation directe de Novator Finland Oy dans Amer Sports Corporation dépassera un cinquième des actions et des droits de vote de la société."
positive,"Pour prouver l'efficacité du système China Mobile, Rod Baber, un alpiniste anglais, a grimpé jusqu'au sommet du mont Everest et a réussi à passer des appels."
neutral,"""Ces tests font partie d'une campagne plus large qui comprend divers essais et démonstrations chez des clients pour rendre le LTE sur 800 MHz commercialement viable d'ici cet été"", a déclaré Reino Tammela, responsable de la branche LTE de Nokia Siemens."
positive,"La société finlandaise Ahlstrom Corporation va doubler ses investissements dans une nouvelle usine spécialisée de renforcement de fibres de verre en Caroline du Sud, aux États-Unis."
neutral,"Helsinki, le 22 octobre 2008 Conseil d'administration de SSH COMMUNICATIONS SECURITY CORP Pour de plus amples informations, veuillez contacter : Tomi Laamanen, Président, tél. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd."
neutral,Patrizia ajoute cette acquisition à un portefeuille d'une valeur déjà de 3 milliards d'euros.
positive,"Les ventes ont augmenté à 300,9 millions d'euros contre 276,1 millions d'euros de l'année dernière et sont en ligne avec le consensus de 299 millions d'euros."
positive,"Le contrat a été signé en août avec la société Lihir Gold Ltd ASX : LGL, basée en Papouasie-Nouvelle-Guinée."
neutral,"L'offre de quelque 30 millions d'actions visant à lever plus de 500 millions de dollars (640 millions de dollars) devrait être finalisée d'ici le 9 octobre, a déclaré Outokumpu."
positive,"« Notre coopération approfondie renforcera également la position de SysOpen Digia sur le marché des opérateurs nationaux », ajoute Kallioranta."
positive,"« Grâce à cet accord, nous pouvons poursuivre notre bonne coopération tout en libérant le capital qui a été immobilisé dans le fonctionnement de nos machines."
positive,"Theodosopoulos a déclaré que Tellabs pourrait être utile à Nokia Siemens ou Nortel étant donné son « statut d'approvisionnement de premier plan » auprès de Verizon, ainsi que ses produits à forte croissance."
positive,"Nous avons réussi à augmenter notre part de marché des appartements vendus'', commente M. Kari Kauniskangas, responsable de YIT International Construction Services."
positive,"Avec CapMan comme partenaire, nous serons en mesure de développer davantage notre activité et de continuer à nous concentrer sur la fourniture de services de restauration de qualité à nos clients », déclare Christopher Wynne, PDG de Papa John's Russie."
positive,"La société finlandaise Suominen Corporation, spécialisée dans les lingettes humides, les non-tissés et les emballages flexibles, a réalisé un chiffre d'affaires net de 44,1 millions d'euros au deuxième trimestre 2010, contre 43,3 millions d'euros au deuxième trimestre 2009."
positive,"Le développeur finlandais de logiciels de télécommunications Tecnomen Oyj a annoncé le 5 décembre 2006 avoir remporté une commande de 3,3 millions de dollars (2,5 millions d'euros) pour fournir une extension des systèmes de recharge et de messagerie pour les réseaux mobiles et fixes de Brasil Telecom."
positive,La confiance accrue de nos clients dans YIT peut être constatée à mesure que les ventes d'appartements s'accélèrent.
positive,"( ADP News ) - 11 décembre 2008 - La société finlandaise de construction et d'ingénierie Outotec Oyj ( OMX : OTE1V ) a annoncé aujourd'hui avoir remporté une commande de 28 millions d'euros ( 36,8 millions de dollars ) pour agrandir le concentrateur de phosphate de Siilinjarvi de la mine norvégienne."
positive,"M. Priit Kasak, propriétaire de Balti Metsamasina, a déclaré que la société basée à Rakvere souhaite augmenter la part de marché de Valmet de 27 % à un tiers d'ici quelques années."
neutral,Ponsse envisage de créer un réseau basé sur un partenariat fort et participe à la production d'entités plus grandes qu'actuellement.
positive,La banque voit un potentiel de hausse de l'action Getinge.
positive,"La société a enregistré un chiffre d' affaires de 658,1 millions d' euros au cours de l' exercice clos en décembre 2007 , soit une augmentation de 23 % par rapport à 2006 ."
positive,Cette coopération doublera la capacité de conversion du Switch.
positive,Cette forte croissance est le résultat de l' intégration de la chaîne de vêtements Lindex dans le groupe en décembre 2007 .
positive,"Les six brasseries ont enregistré une croissance de 5,2 pour cent de leurs ventes de bière intérieures l' année dernière à 270,21 millions de litres , contre 256,88 millions de litres vendus en 2005 ."
positive,"Cela porte véritablement l'efficacité à de nouveaux sommets », ajoute M. Metso."
